label,sentence1,sentence2
0,"O pedido já havia sido aprovado, mas recentemente o Governo de Minas resolveu seguir o calendário do Governo Federal, colocando em primeiro plano os servidores da educação e da segurança, deslocando este grupo de comorbidade para a terceira fase.",primeiro plano
0,A pandemia trouxe a saúde para o primeiro plano da consciência das pessoas e com ela uma explosão em soluções digitais na área.,primeiro plano
0,"A qualidade pode até estar em um suposto primeiro plano, mas, no final das contas, vencem (ou são indicados) aqueles filmes que tiverem mais fôlego: é panfletagem, propaganda, criação de hype, momento histórico-político-social... E existe toda uma estrutura de votação até a lista final de indicados ser divulgada.",primeiro plano
0,Mas a nova crise colocou em primeiro plano um aspecto especialmente abjeto do mercado de medicamentos: a facilidade da indústria de lucrar abusivamente com a necessidade das pessoas.,primeiro plano
0,"Na já tão decantada futura reforma do secretariado estadual, o titular da Saúde e piloto de helicóptero, Carlos Alberto Chaves, está em primeiro plano na linha de tiro do governador em exercício Cláudio Castro (PSC).",primeiro plano
0,"O presidente norte-americano, Joe Biden, tem enfatizado e colocado em primeiro plano a necessidade de combate às mudanças climáticas, se opondo às políticas de Donald Trump, que não priorizavam o tema.",primeiro plano
0,"De um lado, não deixa de ser inusitado e aparentemente aleatório que noções como “olhado”, “mau-olhado”, ou “quebranto” estejam linguisticamente associadas à origem conceitual no termo – o que explica sua exclusividade no contexto brasileiro.",mau-olhado
0,"Olho grego é um amuleto que, segundo as crenças turcas, protege contra o mau-olhado - um tipo de força negativa ou poder maléfico que, através de uma dose consciente ou inconsciente de inveja ou ressentimento, pode se esconder em gentis elogios ou olhares"", relata Kélida.",mau-olhado
0,"Lançam 'mau-olhado', enfermidades e malvadeza através de suas bruxarias.",mau-olhado
0,"Podia ser mau-olhado, podia ser quebranto, podia ser olho grande, qualquer coisa”, explica Dão.",mau-olhado
0,"Também chamado de Olho turco, Olho azul, Olho místico, é um amuleto que absorve energias negativas, limpando e protegendo contra inveja e mau-olhado.",mau-olhado
0,"Ela se dizia ‘benzedeira’ por curar crianças de mau-olhado, enxaqueca e livramento de inveja.",mau-olhado
0,"Ter uma figa por perto espanta a inveja e o mau-olhado, alem de manter sua vida prospera em todas as situaçoes.",mau-olhado
0,"Uma estatua, de qualquer tamanho, que represente o maior animal que anda pela Terra e um poderoso amuleto contra a inveja e o mau-olhado.",mau-olhado
0,"No Brasil, o quebranto esta sempre relacionado ao feitiço e a influencias maleficas, sendo considerado uma doença causada pelo mau-olhado, tambem conhecida como quebrante.",mau-olhado
0,Em algumas locais e feita uma distinçao: considera-se quebranto quando afeta o ser humano e mau-olhado quando afeta plantas e animais.,mau-olhado
0,"Ha alguns objetos que, ainda de acordo com a crença popular, agem como uma defesa contra quebranto, mau-olhado e feitiço, a exemplo das figas, pes de coelho, patuas, olhos gregos, pimentas vermelhas e ferraduras.",mau-olhado
0, frase “orçamento público no Brasil é peça de ficção” virou conceito e lugar comum.,lugar-comum
0,"Ofensivas hacker patrocinadas por agentes estatais contra outros países se tornaram lugar comum nos últimos anos, colocando agências governamentais e órgãos acadêmicos no alvo. ",lugar-comum
0,"Técnicos que saem do lugar comum e escolhem um jogo que privilegia o ataque não o fazem, em geral, por mero compromisso estético, mas por acreditarem ser este um caminho mais seguro para ganhar. ",lugar-comum
0,É lugar comum perceber que muitos – até fundos de venture capital – confundem os dois conceitos. ,lugar-comum
0,"""É um lugar comum, mas antes de mais nada, a família, os amigos, esse contato humano.",lugar-comum
0,Falar sobre inspirações nazistas e fascistas na política virou lugar-comum dos gritos nas democracias.,lugar-comum
0,"Afinal, só a pesquisa científica garantirá o desenvolvimento do imunizante, aspecto esse crucial, visto que novas variantes do vírus já estão se tornando lugar comum, infelizmente.",lugar-comum
0,"Aliás, entre nós aqui, ver aquelas imensas áreas da floresta destruídas já se tornou lugar comum, não apenas no Brasil, mas em todos os países que têm no meio ambiente uma forma de vida.",lugar-comum
1,"Com previsão de estreia para a próxima quinta-feira, dia 12, o documentário “Em busca de um lugar comum” acompanha os passeios turísticos pelas favelas da Rocinha e da Cidade de Deus, dando voz a guias, turistas e moradores.",lugar-comum
1," Em Busca de um Lugar Comum traz dois ou três pequenos espetáculos feito este, e nesses momentos fica a impressão de que o pacto de ficção que o filme acredita ser capaz de oferecer é, provavelmente, mais cego à realidade que nos mostra do que o engodo entre agências, comunidades e turistas.",lugar-comum
1,"Dirigido por Felippe Schultz Mussel, o documentário brasileiro “Em Busca de um Lugar Comum” está longe de ser, como dizem, “mais um filme sobre favela”. ",lugar-comum
1,"“Lugar comum ” é um breve tratado literário, a prova de que os homens são pequenas províncias onde nossas raízes encontram interseção em sentimentos únicos e compartilhados.",lugar-comum
0,"Ocorre que lugar-comum – frase ou dito banal, sem originalidade – não significa necessariamente erro.",lugar-comum
0,"Daí pra frente, acontece a famosa Jornada do Herói: ela é tirada de seu lugar comum, passa por uma provação, tem a perda do mentor, a volta para casa, etc.",lugar-comum
1,"O norueguês Mut Sgull, notadamente um fã inveterado dos personagens de Walt Disney, construiu uma réplica em pequena escala da Caixa-Forte do Tio Patinhas.",caixa-forte
1,"Uma força-tarefa formada pelas polícias Federal, Rodoviária Federal e Civil de Minas Gerais deflagrou hoje (9) a Operação Caixa-Forte.",caixa-forte
1,"No final do mês passado (31.ago), a PF (Polícia Federal) cumpriu mais de 600 mandados judiciais contra o PCC na operação denominada Caixa-Forte.",caixa-forte
1,Operação 'Caixa-Forte' foi deflagrada pela Polícia Federal nesta sexta- feira (9); um dos investigados já estava na penitenciária de Uberaba e integra organização criminosa.,caixa-forte
0,"O dinheiro apreendido durante uma ação da Brigada Militar (BM) - R$ 1,4 milhão - foi encontrado em uma casa que servia como ""caixa-forte"" da organização criminosa Os Manos. ",caixa-forte
0,"O ex-governador do Rio de Janeiro Sérgio Cabral disse, nesta terça-feira (27), que o ex-governador Luiz Fernando Pezão e o ex-subsecretário de Obras Hudson Braga tinham R$ 6 milhões guardados na transportadora de valores Trans-Expert, empresa que serviu como caixa-forte para o dinheiro da propina durante os dois últimos governos.",caixa-forte
0,Google forma aliança para viabilizar tecnologia que armazena chaves e documentos em 'caixa-forte' no Android,caixa-forte
0,"Na região também havia um caixa-forte, um posto de saúde, hospital, posto policial, dois restaurantes, e uma escola.",caixa-forte
0,"Se preferir colocar a mão na massa, os rádios de comunicação do Diamond estão em polvorosa com boatos de uma entrega de diamantes na caixa-forte esta semana.",caixa-forte
0,"Na caixa-forte de sementes mais importante do mundo, uma espécie de arca de Noé botânica, o maior carregamento já feito de uma única vez conta também com sementes brasileiras.",caixa-forte
0,"Uma caixa-forte do Banco Central do Iraque foi apreendida no Caju, bairro da zona norte do Rio, com bolívares venezuelanos.",caixa-forte
0,"Uma caixa-forte de alta segurança protege ouro, prata, diamantes e pedras preciosas.",caixa-forte
0,"Pelo meio, está a instalação de um sistema de segurança ao mais alto nível, dentro e fora da caixa-forte gigante que reivindica para si toda a centralidade do espaço.",caixa-forte
0,"Entre sexta-feira e sábado, a quadrilha entrou no caixa-forte do Banco Central e levou o dinheiro.",caixa-forte
0,"A Casa da Moeda de Paris é a mais antiga caixa-forte do mundo: foi fundada no ano de 864, quando o rei Carlos II de França ordenou a sua construção, através do decreto de Pistres.",caixa-forte
0,"Para perfurar o piso de concreto da caixa-forte, que tinha 1,1 metro de espessura, reforçado com aço, os bandidos usaram maquitas com disco de diamante e até uma britadeira.",caixa-forte
0,"Caixa-forte de poliestireno e plásticos de engenharia, os eletroeletrônicos da linha branca começam a se reerguer das cinzas de suas vendas, infartadas pelo imobilismo social no nada memorável primeiro semestre.",caixa-forte
0,"E a gente tem que confrontar dono do direito autoral, que é o filho do Renato Russo, para ver se ele tinha conhecimento desse material que está no caixa-forte de uma gravadora”, disse Demétrio;",caixa-forte
0,A instituição em Madri tem um compartimento dentro da caixa-forte que é inundado se ladrões de ouro conseguirem entrar.,caixa-forte
0,"Ele e todo o grupo político que ele tem seriam muito bem recebidos no PSL, com certeza, com tapete vermelho.",tapete vermelho
1,Um tapete vermelho foi colocado para saudar os profissionais que estao na linha de frente contra a covid-19.,tapete vermelho
1,"De repente, quando ele estende o tapete vermelho, quando ele cria um casamento, as pessoas todas se sentem de uma forma ou de outra mais conectadas com aquele mundo, que é ainda um mundo bastante hierarquizado"", explica.",tapete vermelho
1,"Músicas, telefonemas e até tapete vermelho são atitudes de reconhecimento vistas no DF.",tapete vermelho
1,"O tapete vermelho ocupou uma das faixas da rua, e os veículos trafegavam entre os convidados e os carros estacionados do outro lado da via.",tapete vermelho
1,Pareceria um mortal comum não fosse os oito seguranças a cercá-lo e o assédio ininterrupto de fãs pedindo selfies ao lado dele ao longo do tapete vermelho estendido para o magistrado.,tapete vermelho
1,"Além disso, um tapete vermelho foi estendido no portão da escola, para que as crianças pudessem entrar.",tapete vermelho
0,"O tradicional tapete vermelho será drasticamente reduzido e a lista de convidados será tão limitada que até mesmo o poderoso chefe da Disney, Bob Iger, ""não estará lá"", contou Soderbergh.",tapete vermelho
0,"Além de ser uma forma de expressar arte, ajuda a manter o distanciamento social na hora de passar pelo tapete vermelho.",tapete vermelho
